hostname,state,software,user_count,note_count,peer_count,discovered_at
artoot.xyz,up,mastodon,376,11631,13616,1612578269
route.shinamikaidou42.net,up,mastodon,2,1966,100,1693091045
mastodon.magnatranquillo.it,up,mastodon,1,15,3804,1671557157
mastodon.sexypokemon.xyz,up,mastodon,9,572,5945,1712607864
blood-of-ceulemans.com,up,mastodon,23,14145,1,1715569757
mastodon.gargantia.fr,up,mastodon,1,5450,23563,1612578269
masto.bhsnw.com,up,mastodon,2,118,6751,1715707140
social.maxxroot.com,up,mastodon,1,1,227,1688902508
mstdn-jp.site,up,mastodon,107,10668,16499,1612578269
space.sangelo.space,up,mastodon,2,3,841,1668707758
mastodon.rlp.schule,up,mastodon,5,4,957,1647709655
toot.whatever.cz,up,mastodon,56,1506,14278,1612578267
social.sdfcn.org,up,mastodon,5,58,466,1688521698
mastodon.chrispelli.fun,up,mastodon,4,10206,137647,1666884469
m.askesis.pl,up,mastodon,1,62,4992,1667139115
fromm.social,up,mastodon,3,6915,17327,1651104049
dommes.supremegoddesses.com,up,mastodon,11,10,157,1656204803
social.villains.live,up,mastodon,8,49,10074,1699683292
kenpo.social,up,mastodon,1,11,173,1707489757
mastodon.pnpde.social,up,mastodon,249,94529,12595,1670806807
dasforum.org,up,mastodon,18,1909,15124,1669249722
scholar.social,up,mastodon,4779,582145,41851,1612578267
mastodon.probesys.com,up,mastodon,7,72,831,1669659733
social.arneckestrasse.de,up,mastodon,1,73,4261,1704653951
wulf.social,up,mastodon,3,432,4434,1668597235
m.kev.cc,up,mastodon,1,20,7079,1673969712
masto.aranfielder.art,up,mastodon,1,151,5548,1667790468
p.antsu.net,up,mastodon,1,1018,6733,1689470908
mastodon.unknownrealm.org,up,mastodon,9,157,4064,1669682287
social.aaroncrocco.com,up,mastodon,2,4649,19210,1670448152
m.chun.pro,up,mastodon,1,46,647,1667818677
mastodon.liersch.it,up,mastodon,3,687,5849,1693434190
mastodon.zazamankh.com,up,mastodon,8,85,5056,1668159808
njalla.social,up,mastodon,1,41,7867,1668178065
skull.town,up,mastodon,4,86,5307,1663894108
witchlounge.ca,up,mastodon,2,51,4164,1677725382
m.cmx.im,up,mastodon,44735,5606114,59249,1612578265
mast.p-hacking.org,up,mastodon,1,2,163,1712010025
thericydon.fedicity.net,up,mastodon,7,836,4,1700744425
t-rg.ws,up,mastodon,1,118,,1699130637
mastodon.randompherret.com,up,mastodon,1,109,5458,1668212335
nozzi.social,up,mastodon,1,1505,16025,1667609420
red-eye.monster,up,mastodon,1,4318,213,1689846082
opensalon.social,up,mastodon,4,9,1969,1669735522
nonzero.social,up,mastodon,6,86,2932,1672988910
chat.wecops.uk,up,mastodon,8,7,757,1717389326
social.transpeak.lgbt,up,mastodon,9,1105,11623,1653700651
fedi.hyperreal.coffee,up,mastodon,1,785,5580,1690082592
tweetrex.co.uk,up,mastodon,137,1717,12943,1614341672
test.bvp.me,up,mastodon,1,-141,2414,1669114887
social.wakemu.fr,up,mastodon,4,3029,12238,1669253960
social.edgeoftheuniver.se,up,mastodon,1,28,5140,1692270773
social.locrealloc.de,up,mastodon,2,14,2881,1675890215
nofun.social,up,mastodon,6,480,7873,1669985397
kotlin.social,up,mastodon,223,875,9604,1668904961
solutionpoint.in,up,mastodon,6,162,856,1671596905
mastodon.bah.io,up,mastodon,5,42,3272,1668553869
autism.social,up,mastodon,4,5,1892,1710791097
rathe.social,up,mastodon,16,413,9633,1671341816
scrivimi.ch,up,mastodon,7,10,6578,1683230573
volksverpetzer.social,up,mastodon,4,645,7493,1683653194
weirwood.social,up,mastodon,2,14,136,1708377459
social.taborsky.cz,up,mastodon,1,130,3740,1612578269
satori.cafe,up,mastodon,2,130,9175,1670273747
strectuna.me,up,mastodon,1,51,3881,1675689550
wellesley100.masto.host,up,mastodon,10,47,6,1717718173
mstdn.klageweib.de,up,mastodon,2,13,3311,1668753782
greenpeace.social,up,mastodon,8,82,4687,1679681268
erica.moe,up,mastodon,19,7423,3249,1621059203
social.mkj.earth,up,mastodon,2,1649,15143,1701106105
social.denbby.com,up,mastodon,1,622,2,1706902667
noncorporate.network,up,mastodon,7,120,7252,1668699148
wohnzimmer.social,up,mastodon,1,339,7309,1671610030
mastodon.plwd.cloud,up,mastodon,2,0,566,1688855852
mastodon.macstories.net,up,mastodon,14,8949,22212,1671136595
mastodon.andreasvongunten.com,up,mastodon,1,109,3245,1667661883
social.ncot.uk,up,mastodon,1,1061,10030,1667140699
mastodon.bv.linksjugend-solid.de,up,mastodon,75,2231,13760,1653236880
wikis.world,up,mastodon,185,47313,27065,1665559609
magray.family,up,mastodon,3,13,1,1705249063
pb.craignt.com,up,mastodon,3,806,13178,1670887076
aus.lgbt,up,mastodon,6,340,995,1668646197
mastodon.inf.ethz.ch,up,mastodon,20,43,6261,1671468721
social.deeden.co.uk,up,mastodon,2,0,546,1719872143
toot.techbeat.in,up,mastodon,3,82,6076,1669112867
nitech.online,up,mastodon,61,3201,16222,1612578345
mastodon.sunflowerfuchs.dev,up,mastodon,1,18,1668,1677187129
a.rathersafe.social,up,mastodon,2,0,587,1708094746
social.mastodon.site,up,mastodon,4,253,5005,1690237108
devco.social,up,mastodon,4,2178,12773,1669232608
social.grobwiefein.de,up,mastodon,1,0,417,1675091955
mastodon.nekoconeko.nl,up,mastodon,2,85,3114,1668425012
sozial.cyberpunk.gmbh,up,mastodon,2,1316,12456,1676468733
mastodon.ydkn.social,up,mastodon,1,0,446,1612578345
mastodon.sniff122.tech,up,mastodon,2,124,4164,1662157138
bcostodon.lol,up,mastodon,30,652,10452,1668074750
mastodol.jp,up,mastodon,1024,191941,3176,1612578267
mastodon.run,up,mastodon,3,8,3169,1686858876
social.grnwds.uk,up,mastodon,3,1097,11078,1698749024
social.yeschenko.com,up,mastodon,2,304,5332,1669660329
mastodon.morolog.us,up,mastodon,2,47,6358,1668972624
marshall.house,up,mastodon,1,7,3132,1674038111
mastodon.expiredpopsicle.com,up,mastodon,1,0,117,1706859819
ull.social,up,mastodon,8,48,1343,1677407773
fedigroups.social,up,mastodon,27,1725,6110,1706572313
pouet.it,up,mastodon,23,35661,19998,1612578269
masto.jacobrayschwartz.com,up,mastodon,1,22,2902,1688839181
ofurodon.com,up,mastodon,13,62,4535,1708807662
m.gctxl.com,up,mastodon,6,1730,8858,1673647888
macaw.social,up,mastodon,1063,68974,25650,1667445521
social.askleo.com,up,mastodon,1,301,2057,1692759632
wrannek.me,up,mastodon,4,67,3100,1675751419
go5.dev,up,mastodon,1491,425176,48877,1612578266
schuppentier.social,up,mastodon,46,902,14995,1650942689
social.ralnode.net,up,mastodon,1,0,529,1673907810
social.fringe.com,up,mastodon,1,73,4268,1670983166
social.chatty.monster,up,mastodon,2,5579,16916,1667686357
theinternet.social,up,mastodon,13,5213,16314,1667842472
toot.mattedwards.org,up,mastodon,2,911,19514,1621625665
gn2.social,up,mastodon,2,57,1429,1707402813
social.circl.lu,up,mastodon,112,10783,13067,1669223751
justsave.space,up,mastodon,68,403382,14,1699007889
mastodon.denibol.com,up,mastodon,3,3387,6259,1669323272
soc.mod-12.com,up,mastodon,3,3843,13242,1612578345
toot.tinsleyviaduct.com,up,mastodon,4,52,,1672267887
mastodon.peterjanes.ca,up,mastodon,1,3084,12156,1612578712
mastodon.peregrinecross.com,up,mastodon,1,113,3683,1667484307
ppiy.ac,up,mastodon,4,4802,6249,1690618307
libretweet.com,up,mastodon,2,3746,13210,1675842202
scorpinc.social,up,mastodon,4,3223,9417,1668279134
rebel-lion.uk,up,mastodon,8,1550,8301,1669468137
mastodon.saadatmand.pk,up,mastodon,1,35,2470,1671669138
pennytucker.social,up,mastodon,1,831,10686,1675726082
60228.dev,up,mastodon,5,11327,17553,1612578267
m.yihao.moe,up,mastodon,1,859,4242,1612578266
linuxhotel.social,up,mastodon,42,276,8137,1616726993
orbitalstation.one,up,mastodon,1,4467,11716,1630253943
science.patchwork.online,up,mastodon,3,8,3,1718404346
beppo.online,up,mastodon,22,22831,4592,1668389358
social.evl.im,up,mastodon,5,1193,12151,1668280192
adtech.land,up,mastodon,14,53,6259,1668021951
osadl.social,up,mastodon,4,1,216,1670554108
mtdn.ryuka-lucas.net,up,mastodon,2,6,207,1718287422
mastodon.gassner.io,up,mastodon,1,3322,11628,1667949488
mastodon.lordoftheplex.com,up,mastodon,2,61,3273,1674600235
fediverse.cz,up,mastodon,18,137,4658,1668474641
social.factorial.io,up,mastodon,4,66,3791,1669619223
spacey.space,up,mastodon,704,100978,25970,1667660006
heads.social,up,mastodon,575,130577,24793,1668906733
social.thegeneral.chat,up,mastodon,6,1328,14833,1667631051
wspanialy.eu,up,mastodon,91,19717,14926,1686249325
social.mrks.network,up,mastodon,8,221,9859,1675099159
social.lavanderblue.art,up,mastodon,4,568,13222,1667129730
wank.social,up,mastodon,534,95636,7695,1692248431
mastodon.andreybondarenko.com,up,mastodon,1,92,4450,1703177995
mastodon.le-palantir.com,up,mastodon,1,63,3409,1612578783
smolhaj.social,up,mastodon,15,683,5764,1700000200
announcements.managedwphosting.pro,up,mastodon,1,1,3,1718072627
mastodon.wihel.de,up,mastodon,2,4919,5693,1612578346
tacticalpedia.social,up,mastodon,4,47,3881,1703197092
parkfans.network,up,mastodon,27,106,18921,1668944956
mastodon.pocketgrok.com,up,mastodon,1,17,1142,1704037116
mstdn.naomini.tel,up,mastodon,1,0,2762,1675907953
cybermage.sh,up,mastodon,2,91,6718,1651184559
cosocial.engineering,up,mastodon,8,74,238,1682914305
mastodon.greenwichmeanti.me,up,mastodon,1,94,4189,1612578267
mastodon.cgx.me,up,mastodon,1,5203,7875,1612578270
social.bundesparlament.de,up,mastodon,1,2,1014,1703426298
finkasaur.us,up,mastodon,3,2423,15992,1667498822
mastodon.cc,up,mastodon,1897,83642,32576,1612578270
m.otta.world,up,mastodon,3,0,1827,1673722602
mahiro222.fedicity.net,up,mastodon,1,252,2067,1705240715
jklol.my.to,up,mastodon,12,3492,0,1612578347
hub.vahfoom3iquahfah.infinitedisk.com,up,mastodon,56,52124,948,1661311223
circumstances.run,up,mastodon,25,52040,25950,1667839861
mastodon.iklem.fr,up,mastodon,1,42,3382,1665318588
mastodon.dgtl-service.com,up,mastodon,5,1153,10118,1677917260
amity.zone,up,mastodon,22,1358,1556,1612578345
mastodon.skookum.cc,up,mastodon,1,8,1998,1698548835
social.dragoofamily.com,up,mastodon,1,2,1713,1669819277
social.lasagna.pizza,up,mastodon,1,44,1879,1715995744
ernestoacosta.org,up,mastodon,1,593,1938,1669320991
library.love,up,mastodon,393,3549,12995,1674139559
mastodon.opendots.social,up,mastodon,4,11,17,1683191752
pouet.pas.la,up,mastodon,4,1008,9675,1669832813
mastodon.dagorlad.cc,up,mastodon,1,71,6486,1669483690
social.stracknet.com,up,mastodon,18,571,4262,1635444939
social.tkschland.de,up,mastodon,5,23,70,1691224641
geeksociety.social,up,mastodon,1,478,4760,1671398766
lilienthal.social,up,mastodon,2,434,3924,1699653036
social.overheid.nl,up,mastodon,42,7341,13043,1688895882
sculpin.social,up,mastodon,4,2076,8126,1640914959
blub.social,up,mastodon,4,6,1475,1673426350
mastodon.falkvinge.net,up,mastodon,1,260,6878,1676154163
social.budini.me,up,mastodon,2,19,572,1686065761
social.amsterdam.nl,up,mastodon,5,736,3956,1674762988
mastodon.nyanstorm.fun,up,mastodon,3,9,1923,1705798464
mst.estrisabnor.com,up,mastodon,1,11,223,1675169884
mstdn.crispius.ca,up,mastodon,1,3624,13825,1692639807
social.codethink.co.uk,up,mastodon,3,123,7843,1674743162
mastodon.hr,up,mastodon,130,54546,9623,1656491568
upallnight.minnix.dev,up,mastodon,1,293,8350,1635798169
corneill.es,up,mastodon,87,26024,18219,1667959129
mastodon.libre-entreprise.com,up,mastodon,50,15548,24658,1612578268
unverified.club,up,mastodon,2,163,2299,1668089534
degrowth.social,up,mastodon,12,3129,12119,1693502866
mastodon.twatter.com,up,mastodon,1,12,1419,1705292785
toots.social,up,mastodon,944,48915,10806,1612578266
mastodon.binwang.me,up,mastodon,1,288,397,1612578346
sgtk.net,up,mastodon,6,4177,17,1667988050
mastodon.as60927.net,up,mastodon,1,17,4077,1622294630
partyparrot.social,up,mastodon,25,9638,111080,1669091305
solosociety.social,up,mastodon,2,21,1902,1670189191
hellions.cloud,up,mastodon,11,1891,11403,1673683450
defcon.social,up,mastodon,12356,234814,30759,1668556021
zika.social,up,mastodon,6,74,3,1706795683
hsjz.engenderchina.com,up,mastodon,59,6877,,1638637252
emu.social,up,mastodon,5,711,10221,1668769489
social.heise.de,up,mastodon,65,53912,22139,1673680629
mastodon.azapft.is,up,mastodon,1,553,10697,1668904988
imaginair.es,up,mastodon,347,114969,25461,1612578268
4bear.com,up,mastodon,1279,118967,20236,1669162869
m.tim.do,up,mastodon,1,2,3404,1672624471
reimalab.art,up,mastodon,1,77,3071,1678977170
peak.pub,up,mastodon,2,0,2966,1675218060
masto.canadiancivil.com,up,mastodon,7,985,9789,1699035556
arktos.social,up,mastodon,10,3657,23169,1612578269
mastodooooooon.xyz,up,mastodon,48,263369,12221,1612578266
your-face.social,up,mastodon,6,407,9655,1708472218
nixie.name,up,mastodon,3,3831,16075,1668941203
social.foxes.life,up,mastodon,2,2968,8391,1668242842
sensitive.hostdon.ne.jp,up,mastodon,16,772,296,1676024033
mastodon.schlesser.net,up,mastodon,1,4,2639,1672847595
frameperfect.space,up,mastodon,31,488,7014,1668223143
s.nomya.net,up,mastodon,1,4111,6298,1678524775
social.9tail.net,up,mastodon,12,844,11460,1667194872
mastodon.jamidisi-edu.de,up,mastodon,14,44,1448,1694544374
mastodon.darkou.fr,up,mastodon,3,735,7102,1616776607
typo.social,up,mastodon,1877,89744,22264,1667728125
mrtodon.net,up,mastodon,38,222,5970,1671571121
skullvines.xyz,up,mastodon,1,594,8044,1664933539
talk.mls20.de,up,mastodon,3,265,8523,1667609299
masto.pt,up,mastodon,5175,431873,38973,1612578270
snowmans.land,up,mastodon,8,8218,11313,1669347929
squeak.games,up,mastodon,6,921,8441,1671727486
social.ancow.name,up,mastodon,3,53,6523,1651087820
mastodon.baker.uk,up,mastodon,1,2,6524,1669912306
mastodon.demelo.fr,up,mastodon,10,12,311,1612578346
mastodon.jparenas.com,up,mastodon,1,12,18676,1668939939
bitfudge.com,up,mastodon,3,910,29355,1653790181
autobots.run,up,mastodon,1,72,1,1688357788
the-gathering.space,up,mastodon,4,3728,15863,1669431458
mastodon.sergal.org,up,mastodon,244,84956,24994,1612578270
tjatse.no,up,mastodon,3,1,2404,1667421760
pinnipedia.fedicity.net,up,mastodon,1,2662,3751,1686658022
italkedtostrangers.com,up,mastodon,5,7,6445,1669053510
maclock.social,up,mastodon,1,37,4736,1678271786
fediverse.jarv.is,up,mastodon,1,1282,12325,1669399807
mastodon.xethos.net,up,mastodon,3,272,12745,1657834969
zoroark.cafe,up,mastodon,3,4727,4682,1678174624
mijn.masto.host,up,mastodon,5,683,2004,1612578345
andalucia.social,up,mastodon,38,3527,7493,1652904922
dmv.community,up,mastodon,556,120196,26389,1669682879
yron.social,up,mastodon,1,3,1193,1718750708
fanglitch.space,up,mastodon,69,14955,19446,1668838057
the.caffeination.space,up,mastodon,1,133,1343,1686622175
big.trash.haus,up,mastodon,1,281,6739,1612578271
khuluma.de,up,mastodon,2,39,10571,1685160653
mitten.dur.ch,up,mastodon,2,302,9134,1670367565
toot.berlin,up,mastodon,981,69348,28776,1612578267
6502.social,up,mastodon,1,16,4614,1671780190
toot.treffenstaedt.de,up,mastodon,4,545,7292,1668280856
buttsex.restaurant,up,mastodon,4,366,1526,1669647488
streamers.social,up,mastodon,38,2422,11807,1612579012
soc.umrath.net,up,mastodon,1,8579,22558,1651753880
raikow.online,up,mastodon,3,18,2850,1671278492
webmapping.social,up,mastodon,5,13,6032,1668085426
atta.ch.to,up,mastodon,5,608,6463,1668400416
mousectrl.org,up,mastodon,6,229,8632,1670024219
haylandt.social,up,mastodon,9,79,2368,1668296264
social.theformer.faith,up,mastodon,2,12,1276,1701564096
mastodon.burntcomma.com,up,mastodon,1,21,2717,1685511018
biu.im,up,mastodon,1,29,5741,1682640789
tranvender.site,up,mastodon,2,32,7213,1702414508
nona.social,up,mastodon,15,2127,12936,1668343491
mstdn.wtsnjp.com,up,mastodon,1,4633,1320,1612578266
social.maleo.uk,up,mastodon,1,585,11111,1676112725
social.kraftw3rk.de,up,mastodon,2,20,848,1719267252
bookstodon.es,up,mastodon,6,1388,4112,1706425361
mediapart.social,up,mastodon,22,5032,8145,1694089534
fedi.5013.es,up,mastodon,3,226,3656,1693376441
lumberjacks.social,up,mastodon,9,12072,130382,1671313467
social.pauldev.co,up,mastodon,1,5,124609,1671065885
robot.rodeo,up,mastodon,17,2593,19976,1650914244
shermdog.com,up,mastodon,2,0,3674,1690811400
toots.benpro.fr,up,mastodon,1,338,9482,1612578269
deadbeef.social,up,mastodon,3,67,5714,1674423611
stephenwuebker.social,up,mastodon,1,297,13457,1668808905
lehrmastodon.com,up,mastodon,7,5,1634,1612578270
mstdn.gamercast.net,up,mastodon,32,2644,17021,1668945764
hatchee.bz,up,mastodon,16,9304,9050,1669012461
toot.drownthewitch.com,up,mastodon,1,19,3208,1670024754
mastodon.berget.nu,up,mastodon,1,1,5246,1668013371
smilodon.chatslibres.com,up,mastodon,7,251,4687,1691293995
parody.town,up,mastodon,7,210,5708,1686271614
abpe.org,up,mastodon,1,7416,12737,1688357999
microblog.veen.world,up,mastodon,1,275,5840,1702367744
social.wildasoftware.pl,up,mastodon,1,382,1852,1678635983
cyberspace.rodeo,up,mastodon,1,1711,11031,1668961637
curious.simio.us,up,mastodon,5,139,118024,1667668050
chaos.social,up,mastodon,12195,6639682,66648,1612578270
mastodon.nz,up,mastodon,9070,991219,34276,1612578268
dekadensverket.se,up,mastodon,3,129,4174,1703807445
hear-me.social,up,mastodon,566,31942,18249,1671465358
jazztodon.com,up,mastodon,279,13587,16279,1670569530
boopsnoot.de,up,mastodon,6,1417,11538,1669137619
icosahedron.website,up,mastodon,887,486899,38346,1612578267
ateriumchronicle.masto.host,up,mastodon,38,23281,4,1715885870
mastodon.demonoftheday.eu,up,mastodon,1,0,795,1685791612
mastodon.tomaszdunia.pl,up,mastodon,1,4784,15894,1678715103
roshless.me,up,mastodon,2,91,1820,1612578441
m.indefinitely.social,up,mastodon,1,1312,5909,1672331331
coywolf.social,up,mastodon,8,27389,16435,1648910955
social.computermachin.es,up,mastodon,3,2,340,1701891774
esq.social,up,mastodon,602,97444,27101,1668031495
turath.tn,up,mastodon,33,14716,5822,1707248461
hintz.social,up,mastodon,2,17,6690,1673726724
oliphant.social,up,mastodon,16,12640,25155,1667715279
social.chilly.cloud,up,mastodon,12,18,577,1612578270
juju.house,up,mastodon,8,4957,8915,1612578267
social.kleinerdrei.org,up,mastodon,9,1322,155,1698019572
sendtoot.co,up,mastodon,1,725,7093,1705503196
lafriks.id.lv,up,mastodon,1,0,1542,1667092187
bookclub.masto.host,up,mastodon,4,208,7203,1672791190
fedpic.com,up,mastodon,7,44953,1992,1708936482
social.butnot.today,up,mastodon,16,3470,5834,1674101115
furry.horse,up,mastodon,49,5483,8917,1667929415
paperbay.org,up,mastodon,6,1301,11518,1669587737
senate.social,up,mastodon,1,6,6216,1670876769
toot.kliberal.com,up,mastodon,5,50,548,1676383993
tsubuyaki.choro3.net,up,mastodon,2,157,135,1688530560
ioc.exchange,up,mastodon,26190,491462,34972,1612578269
deadbirdsite.com,up,mastodon,3,163,11341,1701313813
sizecraft.social,up,mastodon,66,3644,2506,1688844197
demo24.graz.social,up,mastodon,3,3,1,1712415179
mastodon.com.br,up,mastodon,2043,195863,24603,1612578271
mastodon.wowne.ro,up,mastodon,12,15,4205,1701962854
mstdn.toya.blog,up,mastodon,2,452,1757,1690269318
mastodon.maurovanetti.info,up,mastodon,1,0,84,1688166208
mastodon.ellouisdocker.synology.me,up,mastodon,1,1490,4810,1707568503
kirche.social,up,mastodon,616,129297,28947,1612578269
mastodon.cmnr.eu,up,mastodon,1,0,1476,1669008015
bakunet.me,up,mastodon,1,16,3669,1667776385
social.hubrecht.ovh,up,mastodon,2,41,7721,1668200298
testing.fossibl.com,up,mastodon,7,120,1203,1715076968
social.mikewise.ca,up,mastodon,1,14,3107,1714421477
masto.isintu.fr,up,mastodon,1,193,3708,1713650003
mastodon.zevs.me,up,mastodon,13,195,4221,1670447412
bonga.nu,up,mastodon,2,515,7044,1667307351
trivia.town,up,mastodon,6,2426,11046,1668131470
noutori.space,up,mastodon,1,1518,7332,1676448532
gohan-oisii.net,up,mastodon,1,5761,6221,1676288337
stormlight.space,up,mastodon,7,498,10590,1651163956
drewtoot.com,up,mastodon,1,789,9411,1672577686
social.anayo.de,up,mastodon,1,8,4147,1690266106
summerhill.cafe,up,mastodon,3,644,948,1690291585
arthropod.social,up,mastodon,46,1865,14163,1669019238
soc42.com,up,mastodon,1,656,9785,1690796210
don.r-pe.net,up,mastodon,2,201,19,1688977518
breizh.social,up,mastodon,3,464,6645,1693336879
greatfallsarcade.com,up,mastodon,4,5,4374,1671325932
deepthought.infullflow.net,up,mastodon,3,2187,9198,1669672669
droolware.social,up,mastodon,1,0,4413,1688586433
thatssofetch.pink,up,mastodon,1,4875,5543,1692128402
social.awmb.uk,up,mastodon,1,105,7339,1671571994
m.thibau.lt,up,mastodon,3,1202,5534,1619573730
awoo.town,up,mastodon,4,449,4511,1688600704
seoul.earth,up,mastodon,34,3854,5458,1668104056
